invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
559673,2011-07-11 14:10:00,2011-07,United Kingdom,United Kingdom,Weekday,1212.26,665,42,13224,0.38143138679013683,True,False
543399,2011-02-08 11:07:00,2011-02,United Kingdom,United Kingdom,Weekday,1211.45,261,144,,0.3809764245900835,True,False
566207,2011-09-09 15:02:00,2011-09,United Kingdom,United Kingdom,Weekday,1210.3200000000002,2352,9,12830,0.3803417242369228,True,False
570388,2011-10-10 12:37:00,2011-10,EIRE,International,Weekday,1209.88,646,78,14911,0.38009458427639997,True,False
551258,2011-04-27 12:02:00,2011-04,Germany,International,Weekday,1209.8,468,34,12621,0.380049649738123,True,False
540126,2011-01-05 10:45:00,2011-01,United Kingdom,United Kingdom,Weekday,1209.1,886,8,13798,0.37965647252820034,True,False
552042,2011-05-06 09:00:00,2011-05,United Kingdom,United Kingdom,Weekday,1208.31,545,44,13952,0.37921274396271626,True,False
557644,2011-06-21 17:06:00,2011-06,United Kingdom,United Kingdom,Weekday,1207.28,333,183,,0.3786342117824016,True,False
541410,2011-01-17 16:06:00,2011-01,United Kingdom,United Kingdom,Weekday,1207.13,617,51,13089,0.37854995952313253,True,False
538526,2010-12-13 09:49:00,2010-12,United Kingdom,United Kingdom,Weekday,1206.72,864,4,13225,0.37831967001446354,True,False
575086,2011-11-08 13:52:00,2011-11,United Kingdom,United Kingdom,Weekday,1206.3,592,42,16618,0.3780837636885099,True,False
549953,2011-04-13 13:15:00,2011-04,Portugal,International,Weekday,1206.29,581,56,12766,0.3780781468712253,True,False
573130,2011-10-27 16:41:00,2011-10,United Kingdom,United Kingdom,Weekday,1204.36,603,63,13969,0.37699410113529574,True,False
581495,2011-12-09 10:20:00,2011-12,United Kingdom,United Kingdom,Weekday,1203.9,276,15,14051,0.37673572754020385,True,False
553315,2011-05-16 12:03:00,2011-05,United Kingdom,United Kingdom,Weekday,1203.3200000000002,492,18,16705,0.37640995213769657,True,False
562207,2011-08-03 12:56:00,2011-08,France,International,Weekday,1202.22,699,8,12643,0.37579210223638954,True,False
570458,2011-10-10 15:39:00,2011-10,United Kingdom,United Kingdom,Weekday,1202.03,858,136,14535,0.3756853827079819,True,False
541280,2011-01-17 11:57:00,2011-01,United Kingdom,United Kingdom,Weekday,1199.33,679,61,15296,0.3741688420411375,True,False
560453,2011-07-19 09:52:00,2011-07,United Kingdom,United Kingdom,Weekday,1198.3799999999999,868,53,13209,0.3736352443990996,True,False
550711,2011-04-20 11:06:00,2011-04,United Kingdom,United Kingdom,Weekday,1196.96,328,3,18102,0.3728376563446853,True,False
545999,2011-03-08 14:44:00,2011-03,United Kingdom,United Kingdom,Weekday,1195.95,699,58,13089,0.3722703577989398,True,False
544089,2011-02-15 17:51:00,2011-02,United Kingdom,United Kingdom,Weekday,1195.56,368,144,,0.37205130192484,True,False
574336,2011-11-04 09:52:00,2011-11,Belgium,International,Weekday,1195.09,559,56,12397,0.37178731151246336,True,False
538844,2010-12-14 13:19:00,2010-12,United Kingdom,United Kingdom,Weekday,1194.52,470,17,14680,0.3714671529272407,True,False
547385,2011-03-22 15:48:00,2011-03,United Kingdom,United Kingdom,Weekday,1194.37,309,138,,0.37138290066797147,True,False
545447,2011-03-02 16:34:00,2011-03,United Kingdom,United Kingdom,Weekday,1193.88,546,66,17426,0.3711076766210258,True,False
571670,2011-10-18 13:12:00,2011-10,Italy,International,Weekday,1193.32,846,65,12611,0.37079313485308757,True,False
569097,2011-09-30 12:06:00,2011-09,France,International,Weekday,1192.5,710,26,12731,0.3703325558357497,True,False
546892,2011-03-17 18:20:00,2011-03,United Kingdom,United Kingdom,Weekday,1191.71,274,153,,0.3698888272702656,True,False
561218,2011-07-25 17:11:00,2011-07,United Kingdom,United Kingdom,Weekday,1191.6299999999999,308,157,,0.36984389273198864,True,False
550499,2011-04-18 15:16:00,2011-04,United Kingdom,United Kingdom,Weekday,1191.41,303,163,,0.3697203227517274,True,False
581266,2011-12-08 11:25:00,2011-12,Germany,International,Weekday,1188.2,992,57,12621,0.3679173244033679,True,False
567148,2011-09-16 15:23:00,2011-09,United Kingdom,United Kingdom,Weekday,1188.18,639,33,18225,0.3679060907687987,True,False
538848,2010-12-14 13:28:00,2010-12,Sweden,International,Weekday,1188.0,240,1,17404,0.3678049880576757,True,False
564351,2011-08-24 14:59:00,2011-08,United Kingdom,United Kingdom,Weekday,1187.74,858,12,13881,0.3676589508082759,True,False
580243,2011-12-02 12:19:00,2011-12,United Kingdom,United Kingdom,Weekday,1187.2,1120,1,16333,0.367355642674907,True,False
581006,2011-12-07 08:45:00,2011-12,EIRE,International,Weekday,1186.78,609,52,14911,0.3671197363489534,True,False
580675,2011-12-05 14:35:00,2011-12,United Kingdom,United Kingdom,Weekday,1186.48,598,41,15640,0.36695123183041517,True,False
538995,2010-12-15 12:05:00,2010-12,United Kingdom,United Kingdom,Weekday,1185.8600000000001,506,30,13458,0.3666029891587695,True,False
577316,2011-11-18 13:30:00,2011-11,Italy,International,Weekday,1185.85,448,44,12578,0.36659737234148476,True,False
553375,2011-05-16 14:52:00,2011-05,EIRE,International,Weekday,1184.22,494,39,14911,0.3656818311240936,True,False
574062,2011-11-02 14:30:00,2011-11,United Kingdom,United Kingdom,Weekday,1183.9,640,45,17675,0.3655020929709861,True,False
569893,2011-10-06 15:51:00,2011-10,Germany,International,Weekday,1183.72,868,60,12627,0.3654009902598631,True,False
548494,2011-03-31 13:33:00,2011-03,United Kingdom,United Kingdom,Weekday,1182.0,520,4,16698,0.3644348976869104,True,False
568058,2011-09-23 12:58:00,2011-09,United Kingdom,United Kingdom,Weekday,1181.68,736,42,18188,0.36425515953380294,True,False
571671,2011-10-18 13:15:00,2011-10,United Kingdom,United Kingdom,Weekday,1181.52,933,118,16940,0.36416529045724916,True,False
563166,2011-08-12 12:37:00,2011-08,United Kingdom,United Kingdom,Weekday,1181.44,872,13,18092,0.36412035591897235,True,False
538999,2010-12-15 12:09:00,2010-12,United Kingdom,United Kingdom,Weekday,1181.0,184,20,16003,0.3638732159584495,True,False
545027,2011-02-25 14:59:00,2011-02,United Kingdom,United Kingdom,Weekday,1180.5,294,73,,0.36359237509421904,True,False
559676,2011-07-11 14:40:00,2011-07,United Kingdom,United Kingdom,Weekday,1180.12,462,46,17340,0.36337893603740384,True,False
564972,2011-08-31 15:30:00,2011-08,Germany,International,Weekday,1179.6399999999999,492,50,12621,0.3631093288077426,True,False
540122,2011-01-05 10:39:00,2011-01,United Kingdom,United Kingdom,Weekday,1179.6,1720,23,13694,0.3630868615386042,True,False
543116,2011-02-03 13:29:00,2011-02,United Kingdom,United Kingdom,Weekday,1177.8400000000001,643,41,17672,0.3620983016965132,True,False
571829,2011-10-19 11:53:00,2011-10,United Kingdom,United Kingdom,Weekday,1177.64,534,23,16131,0.361985965350821,True,False
552904,2011-05-12 11:07:00,2011-05,United Kingdom,United Kingdom,Weekday,1177.0,428,1,16013,0.361626489044606,True,False
546927,2011-03-18 10:15:00,2011-03,United Kingdom,United Kingdom,Weekday,1175.44,472,21,16672,0.360750265548207,True,False
556937,2011-06-15 16:05:00,2011-06,United Kingdom,United Kingdom,Weekday,1175.32,626,48,17716,0.3606828637407916,True,False
572307,2011-10-23 15:23:00,2011-10,United Kingdom,United Kingdom,Weekend,1172.73,509,51,16905,0.35922810806407796,True,False
556781,2011-06-14 12:47:00,2011-06,United Kingdom,United Kingdom,Weekday,1172.6,666,54,13384,0.359155089439378,True,False
539736,2010-12-21 15:18:00,2010-12,United Kingdom,United Kingdom,Weekday,1172.46,143,78,,0.3590764539973936,True,False
574700,2011-11-06 13:53:00,2011-11,United Kingdom,United Kingdom,Weekend,1171.59,608,156,16033,0.3585877908936325,True,False
557322,2011-06-20 09:04:00,2011-06,Canada,International,Weekday,1171.46,1092,57,17444,0.3585147722689327,True,False
580111,2011-12-01 15:55:00,2011-12,United Kingdom,United Kingdom,Weekday,1171.4,716,12,12950,0.35848107136522506,True,False
581097,2011-12-07 11:41:00,2011-12,United Kingdom,United Kingdom,Weekday,1170.0,600,1,13685,0.35769471694537974,True,False
548531,2011-03-31 17:12:00,2011-03,United Kingdom,United Kingdom,Weekday,1170.0,216,5,14031,0.35769471694537974,True,False
548404,2011-03-31 09:38:00,2011-03,United Kingdom,United Kingdom,Weekday,1169.95,503,63,16398,0.3576666328589567,True,False
539087,2010-12-16 09:44:00,2010-12,United Kingdom,United Kingdom,Weekday,1168.2,566,12,13093,0.35668368983415016,True,False
576359,2011-11-14 16:59:00,2011-11,United Kingdom,United Kingdom,Weekday,1167.6,469,7,14680,0.3563466807970736,True,False
538630,2010-12-13 13:25:00,2010-12,United Kingdom,United Kingdom,Weekday,1167.41,640,54,14565,0.3562399612686661,True,False
577071,2011-11-17 14:56:00,2011-11,United Kingdom,United Kingdom,Weekday,1166.7,481,52,13969,0.35584116724145887,True,False
543852,2011-02-14 11:57:00,2011-02,United Kingdom,United Kingdom,Weekday,1165.96,724,9,14258,0.3554255227623978,True,False
549431,2011-04-08 12:17:00,2011-04,United Kingdom,United Kingdom,Weekday,1163.75,895,43,15874,0.35418420614249924,True,False
569514,2011-10-04 13:56:00,2011-10,United Kingdom,United Kingdom,Weekday,1162.68,750,36,15228,0.3535832066930461,True,False
579167,2011-11-28 14:06:00,2011-11,United Kingdom,United Kingdom,Weekday,1162.65,524,148,16800,0.3535663562411923,True,False
563288,2011-08-15 12:53:00,2011-08,France,International,Weekday,1161.07,607,37,12656,0.352678899110224,True,False
552734,2011-05-11 10:49:00,2011-05,United Kingdom,United Kingdom,Weekday,1160.67,824,26,17428,0.3524542264188397,True,False
550987,2011-04-21 18:10:00,2011-04,United Kingdom,United Kingdom,Weekday,1160.48,338,160,,0.35234750689043215,True,False
544484,2011-02-21 11:10:00,2011-02,United Kingdom,United Kingdom,Weekday,1159.47,545,38,15321,0.35178020834468665,True,False
560876,2011-07-21 15:14:00,2011-07,Germany,International,Weekday,1159.06,522,36,12626,0.3515499188360176,True,False
571203,2011-10-14 12:33:00,2011-10,United Kingdom,United Kingdom,Weekday,1157.08,650,25,17677,0.35043778901366507,True,False
538255,2010-12-10 12:33:00,2010-12,EIRE,International,Weekday,1156.05,379,51,14911,0.34985925683335034,True,False
554982,2011-05-29 12:16:00,2011-05,United Kingdom,United Kingdom,Weekend,1155.6,271,4,17152,0.34960650005554295,True,False
548970,2011-04-05 11:03:00,2011-04,Netherlands,International,Weekday,1155.0,700,6,14646,0.34926949101846644,True,False
561242,2011-07-26 11:05:00,2011-07,United Kingdom,United Kingdom,Weekday,1152.8,1323,27,16258,0.3480337912158525,True,False
557278,2011-06-19 12:08:00,2011-06,United Kingdom,United Kingdom,Weekend,1152.52,616,51,13089,0.34787652033188343,True,False
537818,2010-12-08 13:53:00,2010-12,Portugal,International,Weekday,1149.29,424,53,12766,0.34606228834895475,True,False
579249,2011-11-28 16:32:00,2011-11,United Kingdom,United Kingdom,Weekday,1147.2,480,2,17450,0.34488837353647156,True,False
540801,2011-01-11 12:25:00,2011-01,Spain,International,Weekday,1147.1799999999998,475,31,12540,0.3448771399019022,True,False
553088,2011-05-13 11:53:00,2011-05,United Kingdom,United Kingdom,Weekday,1147.15,678,39,16180,0.34486028945004854,True,False
560036,2011-07-14 13:51:00,2011-07,EIRE,International,Weekday,1147.1,688,47,14911,0.3448322053636254,True,False
573008,2011-10-27 12:26:00,2011-10,United Kingdom,United Kingdom,Weekday,1146.96,4936,12,12901,0.34475356992164097,True,False
568158,2011-09-25 12:22:00,2011-09,United Kingdom,United Kingdom,Weekend,1146.8,510,24,16133,0.3446637008450872,True,False
540157,2011-01-05 11:41:00,2011-01,United Kingdom,United Kingdom,Weekday,1145.33,591,51,15311,0.3438380287042496,True,False
576768,2011-11-16 13:13:00,2011-11,United Kingdom,United Kingdom,Weekday,1145.32,460,11,13408,0.34383241188696506,True,False
537081,2010-12-05 12:00:00,2010-12,Lithuania,International,Weekend,1145.06,442,25,15332,0.34368637463756524,True,False
579267,2011-11-29 09:42:00,2011-11,United Kingdom,United Kingdom,Weekday,1144.75,457,38,14961,0.34351225330174234,True,False
550201,2011-04-15 10:25:00,2011-04,Brazil,International,Weekday,1143.6,356,32,12769,0.3428663193140123,True,False
564306,2011-08-24 12:23:00,2011-08,United Kingdom,United Kingdom,Weekday,1142.88,352,18,17865,0.34246190846952057,True,False
539728,2010-12-21 14:26:00,2010-12,United Kingdom,United Kingdom,Weekday,1141.24,688,54,16270,0.34154075043484466,True,False
558910,2011-07-05 09:16:00,2011-07,United Kingdom,United Kingdom,Weekday,1141.2,576,5,12989,0.34151828316570626,True,False
547703,2011-03-24 17:10:00,2011-03,Spain,International,Weekday,1140.76,512,34,12540,0.3412711432051834,True,False
555478,2011-06-03 12:28:00,2011-06,United Kingdom,United Kingdom,Weekday,1139.04,336,1,13777,0.3403050506322307,True,False
549023,2011-04-05 16:27:00,2011-04,United Kingdom,United Kingdom,Weekday,1138.84,311,170,,0.34019271428653847,True,False
540469,2011-01-07 14:04:00,2011-01,Spain,International,Weekday,1138.67,630,98,12484,0.34009722839270023,True,False
557007,2011-06-16 11:30:00,2011-06,Spain,International,Weekday,1137.99,424,61,12484,0.3397152848173468,True,False
577850,2011-11-22 11:04:00,2011-11,EIRE,International,Weekday,1136.96,870,63,14911,0.3391367526370321,True,False
575896,2011-11-11 14:52:00,2011-11,Germany,International,Weekday,1136.6799999999998,611,40,12480,0.3389794817530629,True,False
548913,2011-04-05 09:45:00,2011-04,France,International,Weekday,1136.3,1,1,12669,0.3387660426962478,True,False
547892,2011-03-28 10:15:00,2011-03,France,International,Weekday,1136.3,848,69,12669,0.3387660426962478,True,False
571180,2011-10-14 10:47:00,2011-10,United Kingdom,United Kingdom,Weekday,1135.8899999999999,326,34,15498,0.33853575318757884,True,False
576779,2011-11-16 13:25:00,2011-11,United Kingdom,United Kingdom,Weekday,1134.6,725,111,14554,0.33781118375786434,True,False
553210,2011-05-16 09:40:00,2011-05,EIRE,International,Weekday,1133.33,543,32,14016,0.337097847962719,True,False
551698,2011-05-03 13:52:00,2011-05,United Kingdom,United Kingdom,Weekday,1132.95,645,8,13694,0.33688440890590393,True,False
536584,2010-12-01 16:22:00,2010-12,United Kingdom,United Kingdom,Weekday,1132.8000000000002,384,1,13777,0.3368001566466349,True,False
569123,2011-09-30 13:09:00,2011-09,United Kingdom,United Kingdom,Weekday,1132.55,327,33,12748,0.3366597362145195,True,False
565927,2011-09-08 10:08:00,2011-09,EIRE,International,Weekday,1132.3799999999999,460,61,,0.33656425032068116,True,False
544283,2011-02-17 12:27:00,2011-02,United Kingdom,United Kingdom,Weekday,1131.46,887,16,13668,0.3360475031304972,True,False
542423,2011-01-28 09:09:00,2011-01,United Kingdom,United Kingdom,Weekday,1131.0,614,22,15057,0.3357891295354052,True,False
564670,2011-08-26 15:44:00,2011-08,France,International,Weekday,1130.95,694,48,12683,0.33576104544898216,True,False
575269,2011-11-09 12:08:00,2011-11,United Kingdom,United Kingdom,Weekday,1130.74,730,40,17865,0.33564309228600536,True,False
580279,2011-12-02 13:12:00,2011-12,United Kingdom,United Kingdom,Weekday,1129.84,686,53,15123,0.3351375787303905,True,False
544098,2011-02-16 10:04:00,2011-02,United Kingdom,United Kingdom,Weekday,1129.3500000000001,396,32,16019,0.3348623546834448,True,False
548969,2011-04-05 11:01:00,2011-04,Netherlands,International,Weekday,1129.1999999999998,636,9,14646,0.3347781024241755,True,False
552272,2011-05-08 12:13:00,2011-05,United Kingdom,United Kingdom,Weekend,1128.94,746,7,13694,0.3346320651747758,True,False
552171,2011-05-06 13:01:00,2011-05,United Kingdom,United Kingdom,Weekday,1128.6,228,4,14145,0.334441093387099,True,False
558870,2011-07-04 12:58:00,2011-07,United Kingdom,United Kingdom,Weekday,1128.6,228,3,14145,0.334441093387099,True,False
543588,2011-02-10 11:40:00,2011-02,United Kingdom,United Kingdom,Weekday,1127.52,780,5,17381,0.3338344771203613,True,False
563950,2011-08-22 10:39:00,2011-08,Germany,International,Weekday,1127.02,391,21,12471,0.3335536362561308,True,False
554640,2011-05-25 12:06:00,2011-05,United Kingdom,United Kingdom,Weekday,1126.6,396,8,14680,0.3333177299301772,True,False
566562,2011-09-13 12:18:00,2011-09,United Kingdom,United Kingdom,Weekday,1126.47,1147,93,17365,0.3332447113054774,True,False
557427,2011-06-20 12:14:00,2011-06,Denmark,International,Weekday,1125.4,393,29,12429,0.33264371185602426,True,False
565726,2011-09-06 11:58:00,2011-09,United Kingdom,United Kingdom,Weekday,1124.49,733,71,14360,0.3321325814831248,True,False
562807,2011-08-09 14:57:00,2011-08,United Kingdom,United Kingdom,Weekday,1124.19,1003,62,16053,0.3319640769645866,True,False
553340,2011-05-16 12:20:00,2011-05,United Kingdom,United Kingdom,Weekday,1122.2,572,18,15125,0.3308463303249494,True,False
580092,2011-12-01 14:38:00,2011-12,United Kingdom,United Kingdom,Weekday,1121.79,586,59,13969,0.3306160408162804,True,False
572229,2011-10-21 14:23:00,2011-10,United Kingdom,United Kingdom,Weekday,1121.76,566,48,14329,0.3305991903644266,True,False
552000,2011-05-05 15:55:00,2011-05,United Kingdom,United Kingdom,Weekday,1121.57,326,142,,0.33049247083601896,True,False
567665,2011-09-21 15:22:00,2011-09,United Kingdom,United Kingdom,Weekday,1121.46,290,172,,0.33043068584588836,True,False
539708,2010-12-21 12:18:00,2010-12,United Kingdom,United Kingdom,Weekday,1121.38,168,119,,0.3303857513076115,True,False
555798,2011-06-07 11:32:00,2011-06,United Kingdom,United Kingdom,Weekday,1121.1299999999999,875,11,16422,0.3302453308754962,True,False
545906,2011-03-08 09:23:00,2011-03,United Kingdom,United Kingdom,Weekday,1120.93,623,59,15764,0.3301329945298041,True,False
545474,2011-03-03 10:55:00,2011-03,United Kingdom,United Kingdom,Weekday,1120.53,363,31,16709,0.32990832183841967,True,False
577633,2011-11-21 10:35:00,2011-11,United Kingdom,United Kingdom,Weekday,1120.11,403,48,14194,0.32967241551246607,True,False
562928,2011-08-10 15:29:00,2011-08,United Kingdom,United Kingdom,Weekday,1119.88,1071,87,15494,0.3295432287149202,True,False
549925,2011-04-13 10:12:00,2011-04,United Kingdom,United Kingdom,Weekday,1119.3600000000001,1056,1,16333,0.32925115421612056,True,False
543842,2011-02-14 11:22:00,2011-02,United Kingdom,United Kingdom,Weekday,1119.3600000000001,1056,1,16333,0.32925115421612056,True,False
553997,2011-05-20 11:34:00,2011-05,France,International,Weekday,1118.3999999999999,473,14,12656,0.3287119397567979,True,False
556060,2011-06-08 14:03:00,2011-06,EIRE,International,Weekday,1118.04,492,8,14911,0.32850973433455205,True,False
568908,2011-09-29 13:38:00,2011-09,United Kingdom,United Kingdom,Weekday,1117.86,709,67,16653,0.3284086316234291,True,False
561513,2011-07-27 15:12:00,2011-07,United Kingdom,United Kingdom,Weekday,1115.78,298,185,,0.32724033362823046,True,False
576844,2011-11-16 15:33:00,2011-11,United Kingdom,United Kingdom,Weekday,1115.52,794,27,16713,0.32709429637883064,True,False
564372,2011-08-25 09:55:00,2011-08,France,International,Weekday,1114.52,790,69,12714,0.32653261465036976,True,False
558263,2011-06-28 08:50:00,2011-06,Netherlands,International,Weekday,1113.6000000000001,424,11,14646,0.32601586746018585,True,False
548514,2011-03-31 16:03:00,2011-03,United Kingdom,United Kingdom,Weekday,1113.33,158,73,,0.3258642133935013,True,False
558125,2011-06-27 10:20:00,2011-06,United Kingdom,United Kingdom,Weekday,1112.32,656,9,16422,0.3252969148477558,True,False
558066,2011-06-24 15:45:00,2011-06,United Kingdom,United Kingdom,Weekday,1110.73,368,133,,0.324403840899503,True,False
551650,2011-05-03 12:02:00,2011-05,United Kingdom,United Kingdom,Weekday,1110.72,616,54,13089,0.3243982240822184,True,False
557878,2011-06-23 13:13:00,2011-06,United Kingdom,United Kingdom,Weekday,1110.68,687,103,16940,0.32437575681308,True,False
553067,2011-05-13 11:44:00,2011-05,United Kingdom,United Kingdom,Weekday,1110.51,366,51,16871,0.3242802709192416,True,False
556579,2011-06-13 14:16:00,2011-06,United Kingdom,United Kingdom,Weekday,1109.53,520,70,15069,0.32372982282534996,True,False
562722,2011-08-08 16:43:00,2011-08,United Kingdom,United Kingdom,Weekday,1109.34,808,10,13798,0.3236231032969423,True,False
555477,2011-06-03 12:26:00,2011-06,Cyprus,International,Weekday,1109.32,356,47,12359,0.3236118696623731,True,False
575959,2011-11-13 12:27:00,2011-11,United Kingdom,United Kingdom,Weekend,1108.78,698,86,14547,0.3233085615290043,True,False
562218,2011-08-03 14:07:00,2011-08,United Kingdom,United Kingdom,Weekday,1106.96,873,52,13851,0.32228630078320547,True,False
569556,2011-10-05 08:50:00,2011-10,Channel Islands,International,Weekday,1105.16,725,62,14936,0.3212752736719759,True,False
552867,2011-05-12 08:36:00,2011-05,United Kingdom,United Kingdom,Weekday,1105.0,292,25,15513,0.3211854045954221,True,False
561073,2011-07-24 15:46:00,2011-07,United Kingdom,United Kingdom,Weekend,1104.31,589,24,13408,0.32079784420278407,True,False
546252,2011-03-10 14:42:00,2011-03,Channel Islands,International,Weekday,1104.13,701,62,14930,0.3206967414916612,True,False
542231,2011-01-26 13:40:00,2011-01,United Kingdom,United Kingdom,Weekday,1104.11,587,75,16714,0.3206855078570919,True,False
549985,2011-04-13 15:58:00,2011-04,United Kingdom,United Kingdom,Weekday,1103.73,553,46,15640,0.3204720688002768,True,False
571828,2011-10-19 11:52:00,2011-10,United Kingdom,United Kingdom,Weekday,1103.36,542,75,16440,0.3202642465607462,True,False
564305,2011-08-24 12:20:00,2011-08,United Kingdom,United Kingdom,Weekday,1103.32,458,42,14875,0.3202417792916078,True,False
564093,2011-08-23 10:29:00,2011-08,Channel Islands,International,Weekday,1103.15,413,55,14930,0.32014629339776957,True,False
551563,2011-05-03 10:55:00,2011-05,United Kingdom,United Kingdom,Weekday,1102.8600000000001,374,5,16210,0.3199834056965159,True,False
556503,2011-06-13 08:44:00,2011-06,United Kingdom,United Kingdom,Weekday,1101.86,715,76,13517,0.3194217239680549,True,False
543909,2011-02-14 12:32:00,2011-02,United Kingdom,United Kingdom,Weekday,1101.82,337,156,,0.3193992566989165,True,False
538625,2010-12-13 12:50:00,2010-12,United Kingdom,United Kingdom,Weekday,1101.77,836,53,14544,0.3193711726124935,True,False
568391,2011-09-27 10:09:00,2011-09,United Kingdom,United Kingdom,Weekday,1101.2,208,2,17788,0.31905101402727076,True,False
554974,2011-05-27 17:14:00,2011-05,United Kingdom,United Kingdom,Weekday,1100.55,337,26,14031,0.3186859209037712,True,False
544586,2011-02-21 15:04:00,2011-02,United Kingdom,United Kingdom,Weekday,1100.25,477,110,17338,0.3185174163852329,True,False
577719,2011-11-21 12:20:00,2011-11,United Kingdom,United Kingdom,Weekday,1100.22,414,9,16013,0.3185005659333791,True,False
568101,2011-09-23 15:21:00,2011-09,United Kingdom,United Kingdom,Weekday,1098.78,888,49,15978,0.3176917442443954,True,False
550636,2011-04-19 15:37:00,2011-04,United Kingdom,United Kingdom,Weekday,1098.3899999999999,421,173,,0.3174726883702956,True,False
544295,2011-02-17 12:43:00,2011-02,United Kingdom,United Kingdom,Weekday,1097.58,1206,58,14298,0.3170177261702423,True,False
572240,2011-10-21 15:18:00,2011-10,United Kingdom,United Kingdom,Weekday,1097.24,634,42,13709,0.31682675438256563,True,False
572134,2011-10-21 10:13:00,2011-10,Germany,International,Weekday,1096.65,201,11,12500,0.3164953621627738,True,False
541269,2011-01-17 11:01:00,2011-01,Germany,International,Weekday,1096.0,412,53,12626,0.31613026903927416,True,False
575060,2011-11-08 12:29:00,2011-11,United Kingdom,United Kingdom,Weekday,1095.29,387,45,13089,0.3157314750120669,True,False
536617,2010-12-02 10:17:00,2010-12,United Kingdom,United Kingdom,Weekday,1095.12,644,11,13941,0.3156359891182285,True,False
565901,2011-09-07 15:34:00,2011-09,United Kingdom,United Kingdom,Weekday,1094.9,666,9,13798,0.31551241913796724,True,False
569365,2011-10-03 15:24:00,2011-10,United Kingdom,United Kingdom,Weekday,1094.71,300,13,18102,0.3154056996095596,True,False
551529,2011-05-01 13:18:00,2011-05,Germany,International,Weekend,1094.33,647,33,12524,0.3151922605527444,True,False
555005,2011-05-31 09:38:00,2011-05,United Kingdom,United Kingdom,Weekday,1093.44,1240,8,16656,0.3146923638144143,True,False
556826,2011-06-15 10:25:00,2011-06,United Kingdom,United Kingdom,Weekday,1093.31,169,65,,0.31461934518971435,True,False
544400,2011-02-18 12:31:00,2011-02,United Kingdom,United Kingdom,Weekday,1092.43,1090,12,14101,0.31412506526866885,True,False
552315,2011-05-08 16:10:00,2011-05,France,International,Weekend,1092.43,779,62,12700,0.31412506526866885,True,False
565519,2011-09-05 11:52:00,2011-09,Spain,International,Weekday,1092.35,234,39,12502,0.31408013073039187,True,False
578365,2011-11-24 10:46:00,2011-11,United Kingdom,United Kingdom,Weekday,1092.1,794,12,15482,0.31393971029827666,True,False
571243,2011-10-14 15:26:00,2011-10,United Kingdom,United Kingdom,Weekday,1091.29,664,68,14595,0.31348474809822335,True,False
575854,2011-11-11 12:20:00,2011-11,United Kingdom,United Kingdom,Weekday,1091.28,474,59,14125,0.31347913128093874,True,False
581412,2011-12-08 14:38:00,2011-12,United Kingdom,United Kingdom,Weekday,1090.95,692,108,14415,0.3132937763105467,True,False
577816,2011-11-22 09:17:00,2011-11,United Kingdom,United Kingdom,Weekday,1090.92,864,28,18139,0.3132769258586929,True,False
554707,2011-05-26 10:15:00,2011-05,United Kingdom,United Kingdom,Weekday,1090.76,476,6,14101,0.3131870567821391,True,False
571058,2011-10-13 14:18:00,2011-10,United Kingdom,United Kingdom,Weekday,1090.14,312,23,13853,0.3128388141104934,True,False
561911,2011-08-01 10:26:00,2011-08,Germany,International,Weekday,1089.18,651,63,12534,0.31229959965117093,True,False
560828,2011-07-21 11:55:00,2011-07,United Kingdom,United Kingdom,Weekday,1088.86,2316,65,14298,0.31211986149806337,True,False
564755,2011-08-30 10:31:00,2011-08,United Kingdom,United Kingdom,Weekday,1088.78,270,177,,0.31207492695978656,True,False
581146,2011-12-07 13:53:00,2011-12,United Kingdom,United Kingdom,Weekday,1088.69,902,114,17602,0.3120243756042251,True,False
558963,2011-07-05 10:57:00,2011-07,United Kingdom,United Kingdom,Weekday,1088.5,622,16,14235,0.3119176560758175,True,False
566076,2011-09-09 09:13:00,2011-09,Belgium,International,Weekday,1087.7,372,45,12449,0.3114683106930488,True,False
542106,2011-01-25 13:37:00,2011-01,Germany,International,Weekday,1086.9,290,10,12709,0.3110189653102801,True,False
559865,2011-07-13 10:39:00,2011-07,United Kingdom,United Kingdom,Weekday,1086.8300000000002,639,25,14409,0.3109796475892879,True,False
568716,2011-09-28 16:13:00,2011-09,United Kingdom,United Kingdom,Weekday,1086.21,303,188,,0.3106314049176421,True,False
554709,2011-05-26 10:35:00,2011-05,United Kingdom,United Kingdom,Weekday,1086.0,600,3,15769,0.31051345175466527,True,False
547387,2011-03-22 16:00:00,2011-03,Spain,International,Weekday,1085.99,335,44,12539,0.3105078349373807,True,False
539250,2010-12-16 13:44:00,2010-12,United Kingdom,United Kingdom,Weekday,1085.46,1078,54,15157,0.31021014362129645,True,False
539607,2010-12-20 14:10:00,2010-12,France,International,Weekday,1084.59,604,47,12681,0.3097214805175354,True,False
556956,2011-06-16 09:04:00,2011-06,United Kingdom,United Kingdom,Weekday,1084.24,632,6,13694,0.30952489191257415,True,False
581433,2011-12-08 15:54:00,2011-12,EIRE,International,Weekday,1084.14,806,72,14911,0.3094687237397281,True,False
554132,2011-05-23 09:43:00,2011-05,Austria,International,Weekday,1083.58,434,45,12360,0.3091541819717899,True,False
