invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
570876,2011-10-12 17:19:00,2011-10,United Kingdom,United Kingdom,Weekday,120.33,97,21,16085
570877,2011-10-13 08:27:00,2011-10,United Kingdom,United Kingdom,Weekday,249.60000000000002,120,6,16523
570878,2011-10-13 08:28:00,2011-10,United Kingdom,United Kingdom,Weekday,82.5,10,2,16523
570879,2011-10-13 08:42:00,2011-10,France,International,Weekday,331.72,124,12,12685
570880,2011-10-13 09:16:00,2011-10,United Kingdom,United Kingdom,Weekday,359.6,247,20,14291
570881,2011-10-13 09:30:00,2011-10,Germany,International,Weekday,247.25,69,13,12498
570882,2011-10-13 09:45:00,2011-10,United Kingdom,United Kingdom,Weekday,127.33999999999999,64,7,13930
570883,2011-10-13 09:55:00,2011-10,United Kingdom,United Kingdom,Weekday,464.07,347,26,13477
570884,2011-10-13 10:09:00,2011-10,United Kingdom,United Kingdom,Weekday,273.78,92,18,17315
570885,2011-10-13 10:20:00,2011-10,United Kingdom,United Kingdom,Weekday,355.78000000000003,172,18,14211
570886,2011-10-13 10:23:00,2011-10,United Kingdom,United Kingdom,Weekday,3953.35,1941,22,13777
570887,2011-10-13 10:25:00,2011-10,United Kingdom,United Kingdom,Weekday,527.1,424,36,17169
570888,2011-10-13 10:26:00,2011-10,United Kingdom,United Kingdom,Weekday,883.14,496,52,17509
570896,2011-10-13 10:52:00,2011-10,United Kingdom,United Kingdom,Weekday,102.95,27,5,14217
570906,2011-10-13 10:54:00,2011-10,United Kingdom,United Kingdom,Weekday,355.56,120,10,14537
570910,2011-10-13 10:55:00,2011-10,United Kingdom,United Kingdom,Weekday,442.64,178,18,15489
570919,2011-10-13 10:57:00,2011-10,Italy,International,Weekday,318.06,60,14,12584
570961,2011-10-13 11:37:00,2011-10,United Kingdom,United Kingdom,Weekday,300.48,192,3,13784
570964,2011-10-13 11:50:00,2011-10,Portugal,International,Weekday,1319.01,884,61,12766
570973,2011-10-13 11:53:00,2011-10,United Kingdom,United Kingdom,Weekday,149.7,26,5,14180
570983,2011-10-13 11:57:00,2011-10,United Kingdom,United Kingdom,Weekday,314.15,268,31,14963
570984,2011-10-13 11:58:00,2011-10,United Kingdom,United Kingdom,Weekday,187.82999999999998,48,8,17279
571006,2011-10-13 12:06:00,2011-10,United Kingdom,United Kingdom,Weekday,387.7,230,23,17063
571007,2011-10-13 12:07:00,2011-10,United Kingdom,United Kingdom,Weekday,166.6,52,10,13487
571008,2011-10-13 12:07:00,2011-10,United Kingdom,United Kingdom,Weekday,35.400000000000006,12,1,17063
571017,2011-10-13 12:17:00,2011-10,United Kingdom,United Kingdom,Weekday,411.78000000000003,276,13,15116
571028,2011-10-13 12:21:00,2011-10,United Kingdom,United Kingdom,Weekday,107.72,91,39,16770
571030,2011-10-13 12:26:00,2011-10,Belgium,International,Weekday,1491.59,1290,51,12876
571031,2011-10-13 12:30:00,2011-10,United Kingdom,United Kingdom,Weekday,166.48,128,28,15005
571032,2011-10-13 12:38:00,2011-10,United Kingdom,United Kingdom,Weekday,109.04,43,31,13827
571033,2011-10-13 12:46:00,2011-10,United Kingdom,United Kingdom,Weekday,1259.46,746,36,14251
571034,2011-10-13 12:47:00,2011-10,Cyprus,International,Weekday,2814.3,644,100,12359
571035,2011-10-13 12:50:00,2011-10,RSA,International,Weekday,1002.3100000000001,351,57,12446
571036,2011-10-13 12:52:00,2011-10,United Kingdom,United Kingdom,Weekday,988.03,567,34,17567
571038,2011-10-13 12:58:00,2011-10,United Kingdom,United Kingdom,Weekday,192.35,52,32,15511
571039,2011-10-13 12:59:00,2011-10,United Kingdom,United Kingdom,Weekday,568.72,437,124,16121
571040,2011-10-13 12:59:00,2011-10,United Kingdom,United Kingdom,Weekday,422.98,128,36,15272
571041,2011-10-13 13:00:00,2011-10,United Kingdom,United Kingdom,Weekday,131.48,37,15,14527
571043,2011-10-13 13:20:00,2011-10,United Kingdom,United Kingdom,Weekday,10.2,4,1,17892
571044,2011-10-13 13:24:00,2011-10,United Kingdom,United Kingdom,Weekday,357.93,171,12,14421
571046,2011-10-13 13:35:00,2011-10,United Kingdom,United Kingdom,Weekday,431.21,496,91,18096
571047,2011-10-13 13:42:00,2011-10,United Kingdom,United Kingdom,Weekday,388.72,214,20,16042
571048,2011-10-13 13:43:00,2011-10,United Kingdom,United Kingdom,Weekday,43.800000000000004,60,4,16042
571049,2011-10-13 13:43:00,2011-10,United Kingdom,United Kingdom,Weekday,341.78,181,21,16670
571050,2011-10-13 13:44:00,2011-10,United Kingdom,United Kingdom,Weekday,15.600000000000001,24,1,14624
571052,2011-10-13 13:50:00,2011-10,United Kingdom,United Kingdom,Weekday,3.29,3,3,
571053,2011-10-13 13:53:00,2011-10,Finland,International,Weekday,640.5,236,31,12631
571054,2011-10-13 13:58:00,2011-10,United Kingdom,United Kingdom,Weekday,348.44,490,107,14234
571055,2011-10-13 14:08:00,2011-10,United Kingdom,United Kingdom,Weekday,279.94,380,11,14975
571056,2011-10-13 14:10:00,2011-10,United Kingdom,United Kingdom,Weekday,434.40999999999997,303,29,15367
571057,2011-10-13 14:13:00,2011-10,United Kingdom,United Kingdom,Weekday,27.0,4,1,15367
571058,2011-10-13 14:18:00,2011-10,United Kingdom,United Kingdom,Weekday,1090.14,312,23,13853
571060,2011-10-13 14:28:00,2011-10,United Kingdom,United Kingdom,Weekday,2.49,1,1,17813
571061,2011-10-13 14:33:00,2011-10,United Kingdom,United Kingdom,Weekday,3024.22,386,151,
571062,2011-10-13 14:37:00,2011-10,United Kingdom,United Kingdom,Weekday,171.59,171,23,16773
571063,2011-10-13 14:47:00,2011-10,United Kingdom,United Kingdom,Weekday,300.85,103,6,16430
571064,2011-10-13 14:48:00,2011-10,United Kingdom,United Kingdom,Weekday,84.39999999999999,25,21,17181
571065,2011-10-13 14:59:00,2011-10,Germany,International,Weekday,1881.8600000000001,885,79,12613
571067,2011-10-13 15:08:00,2011-10,United Kingdom,United Kingdom,Weekday,243.84,146,16,16793
571069,2011-10-13 15:15:00,2011-10,United Kingdom,United Kingdom,Weekday,188.94,97,20,13668
571080,2011-10-13 15:19:00,2011-10,United Kingdom,United Kingdom,Weekday,250.49,77,14,13719
571081,2011-10-13 15:23:00,2011-10,United Kingdom,United Kingdom,Weekday,204.28,61,26,16775
571082,2011-10-13 15:25:00,2011-10,United Kingdom,United Kingdom,Weekday,1354.71,479,190,
571090,2011-10-13 15:28:00,2011-10,United Kingdom,United Kingdom,Weekday,79.5,34,5,15271
571098,2011-10-13 15:38:00,2011-10,United Kingdom,United Kingdom,Weekday,416.78000000000003,193,50,17841
571099,2011-10-13 15:43:00,2011-10,United Kingdom,United Kingdom,Weekday,143.28,542,4,13911
571100,2011-10-13 15:47:00,2011-10,United Kingdom,United Kingdom,Weekday,106.92,108,4,16682
571101,2011-10-13 15:49:00,2011-10,United Kingdom,United Kingdom,Weekday,709.63,361,27,16570
571102,2011-10-13 15:50:00,2011-10,United Kingdom,United Kingdom,Weekday,31.8,4,1,16570
571103,2011-10-13 15:50:00,2011-10,United Kingdom,United Kingdom,Weekday,319.51,147,20,18160
571104,2011-10-13 15:58:00,2011-10,United Kingdom,United Kingdom,Weekday,313.86,258,21,18130
571105,2011-10-13 16:01:00,2011-10,United Kingdom,United Kingdom,Weekday,386.32,235,97,17614
571106,2011-10-13 16:14:00,2011-10,United Kingdom,United Kingdom,Weekday,209.4,69,16,14976
571107,2011-10-13 16:17:00,2011-10,United Kingdom,United Kingdom,Weekday,216.17,75,11,13858
571108,2011-10-13 16:24:00,2011-10,United Kingdom,United Kingdom,Weekday,126.2,32,5,14555
571109,2011-10-13 16:33:00,2011-10,United Kingdom,United Kingdom,Weekday,6.5,2,1,14976
571111,2011-10-13 16:37:00,2011-10,United Kingdom,United Kingdom,Weekday,15.0,1,1,14976
571117,2011-10-13 17:51:00,2011-10,United Kingdom,United Kingdom,Weekday,429.42,318,30,16224
571118,2011-10-14 08:29:00,2011-10,United Kingdom,United Kingdom,Weekday,66.3,46,4,16239
571119,2011-10-14 09:04:00,2011-10,United Kingdom,United Kingdom,Weekday,2733.65,584,71,
571120,2011-10-14 09:06:00,2011-10,United Kingdom,United Kingdom,Weekday,400.15,307,15,16950
571121,2011-10-14 09:21:00,2011-10,United Kingdom,United Kingdom,Weekday,359.51,97,10,18228
571122,2011-10-14 09:28:00,2011-10,United Kingdom,United Kingdom,Weekday,38.400000000000006,48,2,16566
571123,2011-10-14 09:35:00,2011-10,United Kingdom,United Kingdom,Weekday,982.42,482,49,14856
571125,2011-10-14 09:48:00,2011-10,United Kingdom,United Kingdom,Weekday,313.48,588,12,16394
571129,2011-10-14 10:03:00,2011-10,EIRE,International,Weekday,406.84,353,19,14156
571142,2011-10-14 10:21:00,2011-10,United Kingdom,United Kingdom,Weekday,729.6,240,20,14567
571158,2011-10-14 10:25:00,2011-10,United Kingdom,United Kingdom,Weekday,115.27,112,24,14606
571169,2011-10-14 10:28:00,2011-10,United Kingdom,United Kingdom,Weekday,119.9,38,6,16168
571178,2011-10-14 10:38:00,2011-10,United Kingdom,United Kingdom,Weekday,158.75,133,13,14089
571179,2011-10-14 10:42:00,2011-10,United Kingdom,United Kingdom,Weekday,40.0,1,1,15482
571180,2011-10-14 10:47:00,2011-10,United Kingdom,United Kingdom,Weekday,1135.8899999999999,326,34,15498
571181,2011-10-14 10:48:00,2011-10,United Kingdom,United Kingdom,Weekday,70.8,10,1,15498
571182,2011-10-14 10:55:00,2011-10,United Kingdom,United Kingdom,Weekday,15.6,8,1,13115
571183,2011-10-14 11:08:00,2011-10,United Kingdom,United Kingdom,Weekday,596.75,449,81,14796
571184,2011-10-14 11:09:00,2011-10,United Kingdom,United Kingdom,Weekday,826.83,288,24,15478
571185,2011-10-14 11:15:00,2011-10,United Kingdom,United Kingdom,Weekday,550.58,226,31,13047
571187,2011-10-14 11:39:00,2011-10,Belgium,International,Weekday,450.86,229,23,12380
571188,2011-10-14 11:42:00,2011-10,Portugal,International,Weekday,642.01,215,34,12783
571189,2011-10-14 11:42:00,2011-10,United Kingdom,United Kingdom,Weekday,556.7,882,39,13213
571190,2011-10-14 11:43:00,2011-10,United Kingdom,United Kingdom,Weekday,130.01,177,31,17771
571191,2011-10-14 11:44:00,2011-10,Sweden,International,Weekday,15.0,1,1,17404
571192,2011-10-14 11:55:00,2011-10,United Kingdom,United Kingdom,Weekday,308.6,132,18,13050
571193,2011-10-14 11:56:00,2011-10,United Kingdom,United Kingdom,Weekday,394.16,264,14,15484
571197,2011-10-14 12:08:00,2011-10,United Kingdom,United Kingdom,Weekday,262.2,148,30,16413
571199,2011-10-14 12:19:00,2011-10,United Kingdom,United Kingdom,Weekday,108.0,300,1,17949
571200,2011-10-14 12:25:00,2011-10,United Kingdom,United Kingdom,Weekday,294.78,226,12,14060
571201,2011-10-14 12:28:00,2011-10,Channel Islands,International,Weekday,649.92,240,20,14937
571202,2011-10-14 12:29:00,2011-10,Channel Islands,International,Weekday,212.4,72,1,14937
571203,2011-10-14 12:33:00,2011-10,United Kingdom,United Kingdom,Weekday,1157.08,650,25,17677
571204,2011-10-14 12:34:00,2011-10,United Kingdom,United Kingdom,Weekday,59.699999999999996,6,1,17677
571205,2011-10-14 12:41:00,2011-10,United Kingdom,United Kingdom,Weekday,678.17,315,40,15620
571212,2011-10-14 12:53:00,2011-10,United Kingdom,United Kingdom,Weekday,598.49,307,74,12856
571213,2011-10-14 12:55:00,2011-10,United Kingdom,United Kingdom,Weekday,306.03,173,19,13995
571214,2011-10-14 12:56:00,2011-10,United Kingdom,United Kingdom,Weekday,879.8,451,54,14390
571215,2011-10-14 12:57:00,2011-10,Germany,International,Weekday,653.5,179,20,13810
571216,2011-10-14 13:06:00,2011-10,United Kingdom,United Kingdom,Weekday,207.5,110,52,16081
571217,2011-10-14 13:24:00,2011-10,United Kingdom,United Kingdom,Weekday,470.55,333,27,17451
571218,2011-10-14 13:24:00,2011-10,United Kingdom,United Kingdom,Weekday,18.72,48,2,17451
571219,2011-10-14 13:35:00,2011-10,United Kingdom,United Kingdom,Weekday,781.14,680,50,15601
571221,2011-10-14 13:35:00,2011-10,United Kingdom,United Kingdom,Weekday,333.89,188,31,16416
571222,2011-10-14 13:36:00,2011-10,United Kingdom,United Kingdom,Weekday,14.25,3,2,
571223,2011-10-14 13:36:00,2011-10,Germany,International,Weekday,599.5,1,1,13810
571224,2011-10-14 13:41:00,2011-10,United Kingdom,United Kingdom,Weekday,459.53,291,25,13136
571225,2011-10-14 13:41:00,2011-10,United Kingdom,United Kingdom,Weekday,179.85999999999999,98,7,14397
571226,2011-10-14 13:49:00,2011-10,United Kingdom,United Kingdom,Weekday,81.57,55,4,13006
571227,2011-10-14 13:54:00,2011-10,Germany,International,Weekday,1288.78,316,32,12477
571228,2011-10-14 14:00:00,2011-10,United Kingdom,United Kingdom,Weekday,106.20000000000002,36,3,15132
571229,2011-10-14 14:04:00,2011-10,United Kingdom,United Kingdom,Weekday,186.96,144,35,15453
571230,2011-10-14 14:16:00,2011-10,United Kingdom,United Kingdom,Weekday,301.53999999999996,180,17,13717
571231,2011-10-14 14:22:00,2011-10,United Kingdom,United Kingdom,Weekday,992.0,690,26,15856
571232,2011-10-14 14:22:00,2011-10,United Kingdom,United Kingdom,Weekday,20.8,10,1,17986
571234,2011-10-14 14:28:00,2011-10,United Kingdom,United Kingdom,Weekday,47.04,112,2,15856
571235,2011-10-14 14:37:00,2011-10,United Kingdom,United Kingdom,Weekday,423.42,198,16,15078
571236,2011-10-14 14:38:00,2011-10,United Kingdom,United Kingdom,Weekday,30.599999999999998,12,1,15078
571237,2011-10-14 14:38:00,2011-10,United Kingdom,United Kingdom,Weekday,25.200000000000003,12,1,15078
571238,2011-10-14 14:44:00,2011-10,United Kingdom,United Kingdom,Weekday,250.52,72,12,14290
571239,2011-10-14 14:54:00,2011-10,Singapore,International,Weekday,999.26,599,32,12744
571240,2011-10-14 14:55:00,2011-10,France,International,Weekday,513.6,234,28,12562
571241,2011-10-14 14:58:00,2011-10,United Kingdom,United Kingdom,Weekday,133.94,107,45,14592
571242,2011-10-14 15:04:00,2011-10,United Kingdom,United Kingdom,Weekday,1835.6,1046,17,17809
571243,2011-10-14 15:26:00,2011-10,United Kingdom,United Kingdom,Weekday,1091.29,664,68,14595
571244,2011-10-14 15:46:00,2011-10,United Kingdom,United Kingdom,Weekday,231.17,154,31,17180
571245,2011-10-14 15:50:00,2011-10,United Kingdom,United Kingdom,Weekday,350.21999999999997,206,6,16839
571246,2011-10-14 15:59:00,2011-10,United Kingdom,United Kingdom,Weekday,142.04,326,11,17750
571247,2011-10-14 16:04:00,2011-10,United Kingdom,United Kingdom,Weekday,878.46,444,37,15826
571248,2011-10-14 16:05:00,2011-10,United Kingdom,United Kingdom,Weekday,55.85,31,3,15826
571250,2011-10-14 16:49:00,2011-10,United Kingdom,United Kingdom,Weekday,91.8,36,1,17892
571255,2011-10-14 17:13:00,2011-10,Spain,International,Weekday,3528.34,1006,15,12454
571256,2011-10-14 17:16:00,2011-10,United Kingdom,United Kingdom,Weekday,2.89,1,1,
571257,2011-10-14 17:17:00,2011-10,United Kingdom,United Kingdom,Weekday,1472.17,357,211,
571258,2011-10-14 17:23:00,2011-10,United Kingdom,United Kingdom,Weekday,130.25,31,14,17837
571259,2011-10-16 10:19:00,2011-10,United Kingdom,United Kingdom,Weekend,306.0,360,1,12901
571260,2011-10-16 10:41:00,2011-10,United Kingdom,United Kingdom,Weekend,127.19999999999999,69,8,16206
571261,2011-10-16 10:50:00,2011-10,United Kingdom,United Kingdom,Weekend,306.0,360,1,12901
571263,2011-10-16 11:06:00,2011-10,United Kingdom,United Kingdom,Weekend,214.41,98,15,14910
571265,2011-10-16 11:31:00,2011-10,United Kingdom,United Kingdom,Weekend,189.14000000000001,120,60,16674
571266,2011-10-16 11:41:00,2011-10,United Kingdom,United Kingdom,Weekend,437.86,133,31,17769
571267,2011-10-16 11:58:00,2011-10,United Kingdom,United Kingdom,Weekend,146.7,69,8,17811
571268,2011-10-16 12:06:00,2011-10,United Kingdom,United Kingdom,Weekend,252.62,95,15,15351
571269,2011-10-16 12:09:00,2011-10,United Kingdom,United Kingdom,Weekend,214.95,45,17,16243
571270,2011-10-16 12:09:00,2011-10,United Kingdom,United Kingdom,Weekend,538.42,309,73,12940
571271,2011-10-16 12:16:00,2011-10,United Kingdom,United Kingdom,Weekend,146.02,72,28,15440
571272,2011-10-16 12:19:00,2011-10,United Kingdom,United Kingdom,Weekend,1271.57,463,35,13878
571273,2011-10-16 12:21:00,2011-10,United Kingdom,United Kingdom,Weekend,476.90999999999997,253,26,13034
571274,2011-10-16 12:25:00,2011-10,United Kingdom,United Kingdom,Weekend,790.08,362,49,16934
571275,2011-10-16 12:28:00,2011-10,United Kingdom,United Kingdom,Weekend,414.27,173,31,15994
571276,2011-10-16 12:30:00,2011-10,United Kingdom,United Kingdom,Weekend,360.41,157,50,14702
571277,2011-10-16 12:40:00,2011-10,United Kingdom,United Kingdom,Weekend,140.95,35,10,16934
571278,2011-10-16 12:46:00,2011-10,United Kingdom,United Kingdom,Weekend,114.88,100,8,14780
571279,2011-10-16 12:54:00,2011-10,United Kingdom,United Kingdom,Weekend,354.47,162,30,16466
571280,2011-10-16 13:08:00,2011-10,United Kingdom,United Kingdom,Weekend,442.88,202,63,18122
571281,2011-10-16 13:23:00,2011-10,United Kingdom,United Kingdom,Weekend,8132.31,1624,96,14088
571282,2011-10-16 13:24:00,2011-10,United Kingdom,United Kingdom,Weekend,153.64000000000001,87,49,15545
571283,2011-10-16 13:51:00,2011-10,United Kingdom,United Kingdom,Weekend,610.89,375,78,16533
571284,2011-10-16 14:07:00,2011-10,United Kingdom,United Kingdom,Weekend,405.02,146,47,14562
571286,2011-10-16 14:35:00,2011-10,United Kingdom,United Kingdom,Weekend,471.05,211,72,14547
571288,2011-10-16 15:13:00,2011-10,United Kingdom,United Kingdom,Weekend,362.06,282,34,16052
571289,2011-10-16 15:27:00,2011-10,United Kingdom,United Kingdom,Weekend,2142.79,1370,68,15113
571290,2011-10-16 15:32:00,2011-10,United Kingdom,United Kingdom,Weekend,739.37,311,26,17183
571291,2011-10-16 15:44:00,2011-10,United Kingdom,United Kingdom,Weekend,204.28,89,33,13610
571292,2011-10-16 15:45:00,2011-10,United Kingdom,United Kingdom,Weekend,273.99,128,41,15311
571293,2011-10-16 15:56:00,2011-10,United Kingdom,United Kingdom,Weekend,189.65,55,18,13956
571294,2011-10-16 16:09:00,2011-10,United Kingdom,United Kingdom,Weekend,369.27,115,35,16987
571295,2011-10-16 16:12:00,2011-10,United Kingdom,United Kingdom,Weekend,303.43,117,13,14741
571296,2011-10-16 16:13:00,2011-10,United Kingdom,United Kingdom,Weekend,151.70000000000002,101,25,13760
571297,2011-10-16 16:25:00,2011-10,United Kingdom,United Kingdom,Weekend,12.75,1,1,16987
571298,2011-10-17 08:14:00,2011-10,United Kingdom,United Kingdom,Weekday,2327.0,1300,6,15769
571299,2011-10-17 08:30:00,2011-10,United Kingdom,United Kingdom,Weekday,358.0,200,2,13798
571300,2011-10-17 08:56:00,2011-10,United Kingdom,United Kingdom,Weekday,214.45,182,12,14262
571301,2011-10-17 08:59:00,2011-10,United Kingdom,United Kingdom,Weekday,303.3,186,4,15218
571302,2011-10-17 09:07:00,2011-10,United Kingdom,United Kingdom,Weekday,482.4,246,2,12989
571303,2011-10-17 09:36:00,2011-10,United Kingdom,United Kingdom,Weekday,361.99,311,23,13875
571304,2011-10-17 09:37:00,2011-10,Germany,International,Weekday,519.28,226,29,12526
571305,2011-10-17 09:55:00,2011-10,United Kingdom,United Kingdom,Weekday,2729.23,367,134,
571306,2011-10-17 09:57:00,2011-10,United Kingdom,United Kingdom,Weekday,720.56,658,17,16701
571307,2011-10-17 10:10:00,2011-10,United Kingdom,United Kingdom,Weekday,428.68,272,28,14443
571308,2011-10-17 10:10:00,2011-10,Germany,International,Weekday,723.38,535,36,12475
571309,2011-10-17 10:17:00,2011-10,United Kingdom,United Kingdom,Weekday,5.930000000000001,13,13,13685
571310,2011-10-17 10:17:00,2011-10,United Kingdom,United Kingdom,Weekday,371.73,463,25,13394
571311,2011-10-17 10:33:00,2011-10,United Kingdom,United Kingdom,Weekday,151.5,38,2,17402
571312,2011-10-17 10:42:00,2011-10,Germany,International,Weekday,572.23,480,36,12474
571313,2011-10-17 10:42:00,2011-10,EIRE,International,Weekday,728.24,668,5,14156
571314,2011-10-17 10:43:00,2011-10,EIRE,International,Weekday,894.64,456,9,14156
571315,2011-10-17 10:47:00,2011-10,United Kingdom,United Kingdom,Weekday,119.62,46,5,16542
571317,2011-10-17 10:48:00,2011-10,United Kingdom,United Kingdom,Weekday,353.73,198,39,17377
571318,2011-10-17 10:50:00,2011-10,Sweden,International,Weekday,5296.96,5952,30,17404
571322,2011-10-17 11:05:00,2011-10,United Kingdom,United Kingdom,Weekday,451.6,208,19,13534
571323,2011-10-17 11:07:00,2011-10,United Kingdom,United Kingdom,Weekday,383.55,203,18,13534
571324,2011-10-17 11:08:00,2011-10,Portugal,International,Weekday,283.02,1,1,12783
571326,2011-10-17 11:11:00,2011-10,Portugal,International,Weekday,339.02,1,1,12783
571328,2011-10-17 11:27:00,2011-10,Germany,International,Weekday,1697.98,1557,99,12473
571352,2011-10-17 11:49:00,2011-10,United Kingdom,United Kingdom,Weekday,165.04999999999998,33,7,18042
571360,2011-10-17 11:51:00,2011-10,United Kingdom,United Kingdom,Weekday,1077.74,486,19,16563
571372,2011-10-17 11:55:00,2011-10,United Kingdom,United Kingdom,Weekday,289.78,231,38,17201
571377,2011-10-17 11:56:00,2011-10,EIRE,International,Weekday,292.0,66,15,14911
571404,2011-10-17 12:04:00,2011-10,United Kingdom,United Kingdom,Weekday,546.81,365,30,17520
571405,2011-10-17 12:12:00,2011-10,United Kingdom,United Kingdom,Weekday,45.0,12,2,13871
571406,2011-10-17 12:12:00,2011-10,United Kingdom,United Kingdom,Weekday,357.68,202,22,13871
571407,2011-10-17 12:16:00,2011-10,United Kingdom,United Kingdom,Weekday,330.63,85,5,13750
571408,2011-10-17 12:22:00,2011-10,United Kingdom,United Kingdom,Weekday,216.48,141,68,15012
571409,2011-10-17 12:25:00,2011-10,EIRE,International,Weekday,964.22,599,55,14911
571410,2011-10-17 12:32:00,2011-10,United Kingdom,United Kingdom,Weekday,151.15,49,8,17527
571411,2011-10-17 12:33:00,2011-10,United Kingdom,United Kingdom,Weekday,469.55,131,27,17858
571412,2011-10-17 12:33:00,2011-10,United Kingdom,United Kingdom,Weekday,160.42,79,10,17734
571413,2011-10-17 12:33:00,2011-10,United Kingdom,United Kingdom,Weekday,351.13,185,20,13923
571418,2011-10-17 12:35:00,2011-10,United Kingdom,United Kingdom,Weekday,135.99,63,25,16412
571425,2011-10-17 12:41:00,2011-10,EIRE,International,Weekday,690.34,224,39,14911
571426,2011-10-17 12:41:00,2011-10,United Kingdom,United Kingdom,Weekday,188.55,222,13,15179
571427,2011-10-17 12:46:00,2011-10,United Kingdom,United Kingdom,Weekday,384.08,884,13,17205
571428,2011-10-17 12:47:00,2011-10,United Kingdom,United Kingdom,Weekday,223.36,103,9,17534
571429,2011-10-17 12:50:00,2011-10,United Kingdom,United Kingdom,Weekday,170.22,79,34,15335
571430,2011-10-17 12:51:00,2011-10,United Kingdom,United Kingdom,Weekday,331.9,74,5,13090
571431,2011-10-17 12:52:00,2011-10,United Kingdom,United Kingdom,Weekday,791.0,340,2,13881
571432,2011-10-17 13:03:00,2011-10,United Kingdom,United Kingdom,Weekday,417.59999999999997,288,1,16737
571433,2011-10-17 13:19:00,2011-10,United Kingdom,United Kingdom,Weekday,1576.6,904,87,13015
571434,2011-10-17 13:22:00,2011-10,United Kingdom,United Kingdom,Weekday,110.53,244,12,13069
571435,2011-10-17 13:23:00,2011-10,United Kingdom,United Kingdom,Weekday,546.23,377,24,14211
571436,2011-10-17 13:23:00,2011-10,United Kingdom,United Kingdom,Weekday,127.5,62,5,16076
571437,2011-10-17 13:23:00,2011-10,United Kingdom,United Kingdom,Weekday,14.56,7,3,13069
571438,2011-10-17 13:25:00,2011-10,United Kingdom,United Kingdom,Weekday,893.59,317,42,15066
571439,2011-10-17 13:25:00,2011-10,United Kingdom,United Kingdom,Weekday,204.24,76,7,17206
571441,2011-10-17 13:31:00,2011-10,United Kingdom,United Kingdom,Weekday,4050.61,995,363,14096
571442,2011-10-17 13:39:00,2011-10,United Kingdom,United Kingdom,Weekday,1279.01,651,88,17049
571443,2011-10-17 13:43:00,2011-10,United Kingdom,United Kingdom,Weekday,131.94,67,13,17785
571444,2011-10-17 13:44:00,2011-10,United Kingdom,United Kingdom,Weekday,469.43,227,26,18179
571445,2011-10-17 13:44:00,2011-10,Belgium,International,Weekday,358.99,199,22,12463
571446,2011-10-17 13:46:00,2011-10,EIRE,International,Weekday,1761.24,572,16,14911
571447,2011-10-17 13:47:00,2011-10,EIRE,International,Weekday,118.44,36,1,14911
571456,2011-10-17 13:57:00,2011-10,United Kingdom,United Kingdom,Weekday,493.05,322,51,16729
571457,2011-10-17 14:01:00,2011-10,United Kingdom,United Kingdom,Weekday,105.22,84,7,12963
571461,2011-10-17 14:12:00,2011-10,United Kingdom,United Kingdom,Weekday,150.23000000000002,82,44,16932
571462,2011-10-17 14:14:00,2011-10,United Kingdom,United Kingdom,Weekday,109.36000000000001,52,5,16363
571463,2011-10-17 14:23:00,2011-10,United Kingdom,United Kingdom,Weekday,491.28,377,22,16463
571464,2011-10-17 14:28:00,2011-10,United Kingdom,United Kingdom,Weekday,136.4,40,10,14805
571465,2011-10-17 14:29:00,2011-10,United Kingdom,United Kingdom,Weekday,188.88,164,39,14830
571474,2011-10-17 14:41:00,2011-10,United Kingdom,United Kingdom,Weekday,303.36,773,11,16389
571475,2011-10-17 14:42:00,2011-10,United Kingdom,United Kingdom,Weekday,343.43,249,78,15033
571476,2011-10-17 14:51:00,2011-10,United Kingdom,United Kingdom,Weekday,230.12,106,32,13546
571477,2011-10-17 14:54:00,2011-10,Portugal,International,Weekday,543.41,365,25,12794
571486,2011-10-17 14:59:00,2011-10,United Kingdom,United Kingdom,Weekday,365.51,467,27,17612
571496,2011-10-17 15:02:00,2011-10,United Kingdom,United Kingdom,Weekday,305.36,400,16,13265
571497,2011-10-17 15:03:00,2011-10,United Kingdom,United Kingdom,Weekday,540.4,280,17,14841
571498,2011-10-17 15:06:00,2011-10,United Kingdom,United Kingdom,Weekday,411.04,238,83,17841
571500,2011-10-17 15:09:00,2011-10,United Kingdom,United Kingdom,Weekday,169.70000000000002,101,51,
571502,2011-10-17 15:18:00,2011-10,United Kingdom,United Kingdom,Weekday,1232.95,593,65,14422
571504,2011-10-17 15:19:00,2011-10,United Kingdom,United Kingdom,Weekday,301.08000000000004,202,6,16133
571505,2011-10-17 15:19:00,2011-10,United Kingdom,United Kingdom,Weekday,954.9,616,31,17244
571506,2011-10-17 15:22:00,2011-10,United Kingdom,United Kingdom,Weekday,126.25,21,8,15355
571508,2011-10-17 15:27:00,2011-10,United Kingdom,United Kingdom,Weekday,2144.38,784,331,
571509,2011-10-17 15:28:00,2011-10,United Kingdom,United Kingdom,Weekday,204.7,51,23,13110
571510,2011-10-17 15:37:00,2011-10,United Kingdom,United Kingdom,Weekday,131.18,70,6,18241
571511,2011-10-17 16:04:00,2011-10,United Kingdom,United Kingdom,Weekday,240.68,160,14,15598
571544,2011-10-17 16:53:00,2011-10,United Kingdom,United Kingdom,Weekday,225.6,200,55,17757
571545,2011-10-17 16:59:00,2011-10,United Kingdom,United Kingdom,Weekday,13.65,11,8,
