description,total_revenue,units_sold,orders,average_unit_price
MEDIUM PINK BUDDHA HEAD,182.50000000000003,54,21,3.913809523809524
"TUMBLER, NEW ENGLAND",182.29999999999998,142,14,3.643571428571429
SILVER BOOK MARK WITH BEADS,182.25,161,34,1.7126470588235294
BOTANICAL LILY GREETING CARD,181.98,427,60,0.4485
SET/4 BIRD MIRROR MAGNETS,181.32999999999998,459,51,0.9040384615384615
PINK YELLOW PATCH CUSHION COVER,180.93,29,23,6.113478260869566
ASSORTED CHEESE FRIDGE MAGNETS,180.71,223,18,0.9811111111111112
CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,8,2.68
PINK DISCO HANDBAG,180.51999999999998,84,22,2.429090909090909
ANGEL DECORATION WITH LACE PADDED,180.2,212,11,0.85
CANDY SHOP STICKER SHEET,179.45999999999998,195,33,1.102857142857143
SWIRLY CIRCULAR RUBBERS IN BAG,178.97,472,59,0.5913559322033899
GREEN DIAMANTE PEN IN GIFT BOX,178.89,76,33,2.7533333333333334
BEADED CRYSTAL HEART BLUE ON STICK,178.85,193,50,0.8714
CREAM HANGING HEART T-LIGHT HOLDER,178.51000000000002,61,9,3.536666666666667
DOLLCRAFT GIRL AMELIE,178.2,36,8,4.95
NUMBER TILE COTTAGE GARDEN 4,177.46,72,30,3.1853333333333333
BEACH HUT KEY CABINET,177.33,34,21,5.938571428571429
GLASS CHALICE GREEN SMALL,175.78,161,19,1.9857894736842103
BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,28,2.806206896551724
Dotcomgiftshop Gift Voucher £30.00,175.53,7,7,25.075714285714287
S/4 GROOVY CAT MAGNETS,175.16,149,24,1.794230769230769
"RUSTIC WOODEN CABINET, GLASS DOORS",174.76999999999998,5,3,33.28666666666667
BLACK GLASS BRACELET W HEART CHARMS,174.73000000000002,35,27,4.994074074074074
PACK 20 DOLLY PEGS,174.5,242,4,0.7525
MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,11,1.5372727272727273
ENAMEL BLUE RIM COFFEE CONTAINER,174.09,152,26,1.6965384615384616
ASS COL CIRCLE MOBILE,173.15999999999997,474,6,0.4114285714285714
FUNKY MONKEY GIFT BAG MEDIUM,173.12,371,41,0.6314634146341463
NUMBER TILE VINTAGE FONT 6,172.78,96,28,3.097142857142857
WHITE SQUARE TABLE CLOCK,172.75,105,21,2.889047619047619
BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,20,3.6700000000000004
PINK PAINTED KASHMIRI CHAIR,171.8,4,1,42.95
50CM METAL STRING WITH 7 CLIPS,171.79,225,23,1.0608695652173912
PINK RETRO BIG FLOWER BAG,171.6,88,14,1.95
JARDIN ETCHED GLASS SMALL BELL JAR,171.11,45,9,4.418
VINTAGE WOODEN BAR STOOL,169.75,6,4,27.4625
BEADED CRYSTAL HEART GREEN SMALL,168.59,119,31,1.9122580645161291
CHRISTMAS CARD SINGING ANGEL,168.33,399,39,0.4330769230769231
CLASSIC WHITE FRAME,168.16000000000003,56,16,3.1350000000000002
SILVER HOOP EARRINGS WITH FLOWER,168.0,28,18,6.027777777777778
Dotcomgiftshop Gift Voucher £50.00,167.56,4,4,41.89
MIDNIGHT BLUE GLASS/SILVER BRACELET,167.3,18,15,9.322
Dotcomgiftshop Gift Voucher £20.00,167.05,10,9,16.708888888888893
2 PICTURE BOOK EGGS EASTER DUCKS,165.89,124,25,1.6856
VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,12,2.55
MOROCCAN BEATEN METAL DISH LARGE,165.74,12,8,14.3425
LAVENDER SCENT CAKE CANDLE,165.6,624,17,0.28058823529411764
PAISLEY PARK CARD,165.07999999999998,376,41,0.5885365853658536
Bank Charges,165.001,12,11,13.750083333333334
RETRO PLASTIC DAISY TRAY,164.59,300,60,0.786031746031746
MINI JIGSAW GO TO THE FAIR,164.42000000000002,402,40,0.55875
MOCK LOBSTER FRIDGE MAGNET,164.17,296,45,1.0622222222222222
BLUE MURANO TWIST BRACELET,164.12,39,15,4.201333333333333
SILVER LARIAT 40CM,163.82,26,10,9.729000000000001
PURPLE ENAMEL+GLASS HAIR COMB,163.8,84,4,2.0125
JARDIN ETCHED GLASS LARGE BELL JAR,163.75,37,13,5.303846153846154
NUMBER TILE COTTAGE GARDEN 3,163.35,67,25,3.258
PINK STRAWBERRY HANDBAG,163.1,60,34,2.751764705882353
SILVER/MOP ORBIT NECKLACE,162.79,16,15,10.189333333333334
MONEY BOX CONFECTIONERY DESIGN,162.44,145,29,1.496551724137931
CHARLIE AND LOLA CHARLOTTE BAG,162.20999999999998,65,27,3.4099999999999997
CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,12,1.5075
MIRRORED WALL ART SPLODGES,161.49,101,16,2.515
FRENCH CHATEAU LARGE PLATTER,160.5,70,18,2.95
SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,10,1.001
MOROCCAN BEATEN METAL DISH,160.09,15,6,11.756666666666666
SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9,1.9500000000000002
SPACE CADET RED,159.7,131,33,1.1894117647058824
WRAP RED DOILEY,159.6,380,16,0.42
DIAMANTE BOW BROOCH RED COLOUR,158.75,25,10,6.35
"DECOUPAGE,GREETING CARD,",158.63,357,32,0.5371874999999999
GREEN VINTAGE EARRINGS,158.08,39,28,4.115357142857143
PORCELAIN BUDAH INCENSE HOLDER,158.06,1525,34,0.42
WRAP CAROUSEL,157.5,375,14,0.42
OLD ROSE COMBO BEAD NECKLACE,157.5,54,45,2.912
BATHROOM HOOK,157.5,146,27,1.5964285714285713
GREEN WIRE STANDING CANDLE HOLDER,157.34,38,18,4.368333333333333
VINTAGE BEAD COSMETIC BAG,156.85,57,35,2.699444444444444
TUSCAN VILLA BIRD TABLE,156.75,19,11,8.25
BLUE FLY SWAT,156.63,179,66,0.9283333333333333
IVY HEART WREATH,155.6,18,11,8.610000000000001
BLUE CIRCLES DESIGN TEDDY,154.95,56,25,3.0359999999999996
ASSORTED CIRCULAR MOBILE,154.77,693,33,0.4285294117647059
LARGE TORTILLA DESIGN RED BOWL,154.67999999999998,78,22,2.7563636363636363
PANTRY KITCHEN THERMOMETER,154.52,112,31,1.562258064516129
RETRO LEAVES MAGNETIC NOTEPAD,154.08999999999997,105,19,1.5376190476190477
SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29000000000002,51,9,3.2655555555555558
ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,14,0.465
LUNCH BOX WITH CUTLERY FAIRY CAKES,153.0,60,24,2.55
GOLD M PEARL ORBIT NECKLACE,152.84,15,13,10.226153846153846
ANTIQUE GLASS PLACE SETTING,152.5,122,8,1.25
VINTAGE ROSE BEAD BRACELET BLACK,152.4,36,17,4.214705882352941
HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,2.81
BLUE PUDDING SPOON,151.19,1052,82,0.24349397590361446
WHITE TISSUE REAM,151.05,19,13,7.950000000000001
YELLOW DRAGONFLY HELICOPTER,151.05,19,8,7.95
BLUE ROUND COMPACT MIRROR,150.93,96,18,2.325
NUMBER TILE COTTAGE GARDEN 6,150.81,65,21,2.944545454545455
BOYS PARTY BAG,150.54999999999998,47,11,3.1045454545454545
FLOWER FAIRY 5 DRAWER LINERS,150.45,59,20,2.55
YELLOW EASTER EGG HUNT START POST,150.38,76,19,2.064736842105263
WHITE 3 FRAME BIRDS AND TREE,150.0,20,10,10.05
BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,49.95
BLACK VINTAGE EARRINGS,149.41000000000003,36,31,4.1574193548387095
KIDS CUTLERY SPACEBOY,149.4,36,8,4.15
KIDS CUTLERY DOLLY GIRL,149.4,36,8,4.15
POLYESTER FILLER PAD 45x30cm,149.35,103,38,1.45
NUMBER TILE COTTAGE GARDEN 7,149.09,63,25,2.9124
TUSCAN VILLA BIRD FEEDER,148.63,17,9,9.181111111111111
CRYSTAL DIAMANTE EXPANDABLE RING,148.63,35,11,4.239090909090909
BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,17,2.975882352941176
PINK HEART DOTS HOT WATER BOTTLE,147.88,36,11,4.042727272727273
BATHROOM SCALES RUBBER DUCKS,146.85,43,21,3.673809523809524
NUMBER TILE VINTAGE FONT 7,146.43,87,25,2.8827999999999996
NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,14,7.307857142857143
BLUE GEISHA GIRL,146.07999999999998,44,25,3.4415999999999998
GREEN GEISHA GIRL,146.05,46,28,3.1614285714285715
SPACE BOY CHILDRENS CUP,145.76,131,6,1.4183333333333332
FRUIT SALAD BAG CHARM,145.52,64,45,2.4153333333333333
NUMBER TILE COTTAGE GARDEN 5,145.5,60,26,3.0461538461538464
FUSCHIA FLOWER PURSE WITH BEADS,145.17,159,14,0.9714285714285714
NUMBER TILE COTTAGE GARDEN 0,144.65,63,20,3.04
COSY SLIPPER SHOES SMALL RED,144.58,46,21,3.3360869565217395
GIRLS PARTY BAG,144.43,47,13,3.1330769230769233
SET/20 FRUIT SALAD PAPER NAPKINS,143.44,88,25,1.63
MIRRORED WALL ART LADIES,143.28,163,33,1.2448484848484849
STRIPES DESIGN TEDDY,142.79999999999998,56,30,2.55
CUBIC MUG FLOCK PINK ON BROWN,142.23,163,32,2.233636363636364
BOTANICAL ROSE GREETING CARD,141.95,337,22,0.43863636363636366
BLOND DOLL DOORSTOP,141.75,109,14,1.6428571428571428
GREEN FERN NOTEBOOK,141.23999999999998,86,44,1.6406666666666667
BLUE POLKADOT PURSE,141.15,44,33,3.397878787878788
WHITE ROSEBUD PEARL BRACELET,140.98,38,15,5.290666666666667
POPART RECT PENCIL SHARPENER ASST,140.52,1166,33,0.1290909090909091
DAISY HAIR BAND,140.32999999999998,85,37,1.652162162162162
S/6 SEW ON CROCHET FLOWERS,140.02,110,20,1.376
UNION JACK HOT WATER BOTTLE,139.86,13,3,10.453333333333333
SET OF 36 PANTRY PAPER DOILIES,139.78,67,33,2.3147058823529414
METAL HERB GERDEN CONTAINER,139.68,24,5,6.078
VINTAGE ZINC WATERING CAN,139.39999999999998,13,8,11.206249999999999
NUMBER TILE COTTAGE GARDEN 8,138.81,61,20,2.943
BLUE DAISY MOBILE,138.76,172,12,0.7999999999999999
ASSORTED COLOUR METAL CAT,138.75,111,25,1.25
EASTER BUNNY WREATH,138.6,28,10,4.95
SET 4 PICNIC CUTLERY CHERRY,138.45,71,9,1.9500000000000002
NUMBER TILE COTTAGE GARDEN 9,138.10999999999999,63,19,2.638421052631579
AMETHYST GLASS/SHELL/PEARL NECKLACE,137.63,15,14,9.177142857142858
CHRISTMAS RETROSPOT HEART WOOD,137.59,139,27,1.3128571428571427
GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,80,5,1.8150000000000002
RED DAISY POCKET BOOK,136.64,158,33,0.9188235294117647
ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,6,1.25
ABSTRACT CIRCLES POCKET BOOK,135.15,159,42,0.85
VINTAGE ENAMEL & CRYSTAL EARRINGS,134.70000000000002,27,18,5.008333333333334
SUMMER BUTTERFLIES BAG CHARM,134.53,54,31,2.485483870967742
CAKES AND RABBITS DESIGN FLANNEL,134.48999999999998,119,50,1.2856
ICON PLACEMAT POP ART ELVIS,134.37,832,33,0.7481818181818181
NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,16,14,8.381428571428572
POLYESTER FILLER PAD 30CMx30CM,133.75,107,26,1.25
EASTER BUNNY HANGING GARLAND,133.23,68,23,3.0243478260869567
PAIR OF PINK FLOWER CLUSTER SLIDE,132.7,53,37,2.4975675675675673
PINK/YELLOW FLOWERS HANDBAG,132.5,106,8,1.25
BANK ACCOUNT GREETING CARD,132.44,318,38,0.47526315789473683
PURPLE ACRYLIC FACETED BANGLE,132.05,107,8,1.6
GREEN METAL BOX TOP SECRET,132.0,16,4,8.25
SMALL JEWELLERY STAND,132.0,16,6,8.25
AMBER DIAMANTE EXPANDABLE RING,131.03,31,13,4.202307692307692
PINK ROSEBUD PEARL BRACELET,130.67,27,14,6.333571428571429
RED ACRYLIC FACETED BANGLE,130.51000000000002,99,10,2.206
PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,17,1.4352941176470588
COPPER/OLIVE GREEN FLOWER NECKLACE,129.85,21,14,6.1899999999999995
VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,14,3.9771428571428564
GOLD WINE GOBLET,129.56,164,8,0.79
PINK PILLAR CANDLE SILVER FLOCK,129.47,81,19,2.4173684210526316
RED PUDDING SPOON,128.63,881,72,0.25069444444444444
SILVER APERITIF GLASS,128.4,276,8,0.8225
PINK/BLUE STRING CURTAIN,128.32999999999998,57,5,5.386
BLACK+WHITE NECKLACE W TASSEL,127.24,17,9,9.182222222222222
BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,10,1.65
NUMBER TILE VINTAGE FONT 8,126.78,78,23,2.967391304347826
SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,1.95
CREAM SWEETHEART WALL CABINET,126.64999999999999,7,5,18.55
SCENTED CANDLE IN DIGITALIS TIN,126.04000000000002,56,13,2.5869230769230773
SNACK TRAY RED GINGHAM,125.72,60,14,2.417142857142857
LARGE JEWELLERY STAND,125.0,10,4,12.5
NUMBER TILE VINTAGE FONT 9,124.97999999999999,76,21,3.1642857142857146
PINK HORSE SOCK PUPPET KIT,123.9,42,14,2.95
WOODLAND LARGE BLUE FELT HEART,123.47,92,13,1.7153846153846155
POLKADOT MUG PINK,123.29999999999998,72,13,2.210769230769231
SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,3.95
CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7,0.38
LARGE PARLOUR FRAME,122.85,27,2,4.725
PURPLE GEMSTONE BRACELET,122.84,19,10,7.228999999999999
RUBY GLASS CLUSTER BRACELET,122.64000000000001,20,14,6.180000000000001
CANDY SPOT HEART DECORATION,122.08,146,50,0.8331999999999999
TURQUOISE GLASS TASSLE BAG CHARM,121.38000000000001,57,20,2.035
"RETRO ""TEA FOR ONE""",120.99,21,17,5.608823529411764
ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,19,11,6.35
OYSTER TRINKET BOX,120.41,53,19,3.8560000000000003
PAIR BUTTERFLY HAIR CLIPS,120.34,32,17,3.7676470588235293
5 STRAND GLASS NECKLACE CRYSTAL,120.28999999999999,19,10,6.32
VINTAGE ZINC PLANTER,120.08000000000001,32,11,4.366363636363636
SMALL WHITE/PINK ROSE ART FLOWER,120.07000000000001,107,9,1.2077777777777778
DAISY FOLKART HEART DECORATION,120.0,96,16,1.25
GIFT BAG LARGE SPOT,120.0,96,6,1.25
ANT COPPER RED BOUDICCA BRACELET,119.91000000000001,24,21,5.002857142857143
BLUE MURANO TWIST NECKLACE,119.89,12,11,9.994545454545454
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,119.84,32,24,3.7441666666666666
FROSTED WHITE BASE,119.64,239,23,0.8221739130434783
LUNCH BAG VINTAGE DOILEY,119.63,71,5,2.146
TURQUOISE CRYSTAL+GLASS BRACELET,119.23,24,11,4.986363636363636
GROOVY CACTUS INFLATABLE,119.08999999999999,303,22,0.41090909090909095
PINK OVAL JEWELLED MIRROR,119.0,20,11,5.95
SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,1.95
FOLDING MIRROR HOT PINK,118.91999999999999,156,5,0.808
STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,22,3.4263636363636363
SET/6 POSIES PAPER PLATES,118.72999999999999,125,14,0.9614285714285714
PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,19,1.7621052631578946
HEN HOUSE W CHICK STANDING,118.21,283,24,0.5554166666666667
SPACE CADET WHITE,117.78,97,30,1.3816666666666668
AMBER CHUNKY BEAD BRACELET W STRAP,117.73,13,9,9.103333333333332
AMBER DROP EARRINGS W LONG BEADS,117.24000000000001,40,23,2.9213043478260867
CITRUS GARLAND FELT FLOWERS,117.0,60,14,1.95
BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,20,0.85
SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18,0.5566666666666666
LARGE ZINC GLASS CANDLEHOLDER,116.06,34,11,3.7609090909090908
WHITE CHRYSANTHEMUMS ART FLOWER,115.50000000000001,55,8,2.1
TEATIME PUSH DOWN RUBBER,115.3,479,13,0.5892307692307692
FRENCH STYLE STORAGE JAR JAM,114.85,317,30,0.3516129032258064
ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21,2.2395238095238095
WALL ART BICYCLE SAFTEY,114.15,21,3,5.75
TURQ STONE/CRYSTAL EARRINGS,113.97,39,31,2.9183870967741936
COLUMBIAN CUBE CANDLE,113.22,133,21,1.4895652173913043
LARGE BLUE PROVENCAL CERAMIC BALL,113.05000000000001,49,11,2.653636363636364
SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,26,0.9944444444444444
CRYSTAL PAIR HEART HAIR SLIDES,112.26,30,16,3.73875
NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,45,26,2.4815384615384612
PAISLEY PATTERN STICKERS,111.86,125,32,1.0071875
"LETTER ""A"" BLING KEY RING",111.66,130,56,0.9039285714285714
"FLOWER GLASS GARLD NECKL36""AMETHYST",110.95,14,11,7.922727272727273
ASS FLORAL PRINT SPIRIT LEVEL,110.86,100,37,1.4994999999999998
BLACK DIAMANTE EXPANDABLE RING,110.09,26,10,4.2090000000000005
PURPLE BERTIE GLASS BEAD BAG CHARM,110.03,95,19,2.0989473684210522
POSY CANDY BAG,109.96,92,16,1.0925
BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,8,4.0275
PSYCHEDELIC WALL THERMOMETER,109.92999999999999,79,14,1.9214285714285713
GREEN MURANO TWIST NECKLACE,109.53999999999999,11,8,9.96125
HILDA CANDY SPOT RABBIT,109.23,25,16,4.660588235294118
HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71000000000001,33,15,3.707333333333333
PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,4.15
MIRRORED WALL ART TABLE LAMP,107.75,75,33,1.9772727272727273
PINK FELT HANGING HEART W FLOWER,107.72,106,20,0.8879999999999999
LAVENDER INCENSE 40 CONES IN TIN,107.44999999999999,109,10,1.17
BEADED CRYSTAL HEART BLUE SMALL,107.31,80,15,1.7373333333333332
SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16,2.49
SMALL PARLOUR FRAME,106.98000000000002,42,2,2.6900000000000004
PINK BERTIE GLASS BEAD BAG CHARM,106.24,115,10,1.5399999999999998
"ACRYLIC HANGING JEWEL,BLUE",106.05,268,24,0.5359259259259259
TROPICAL LUGGAGE TAG,105.91,73,33,1.720909090909091
"ACRYLIC JEWEL ICICLE, PINK",105.83,263,19,0.69
VINTAGE NOTEBOOK TRAVELOGUE,105.73,38,13,2.6350000000000002
SILVER/M.O.P PENDANT ORBIT NECKLACE,105.71000000000001,17,7,7.815714285714286
PACKING CHARGE,105.0,14,14,7.5
BOTANICAL LILY GIFT WRAP,105.0,250,7,0.42
HOUSE WRECKING METAL SIGN,105.0,50,23,2.1
FOUR RABBIT EASTER DECORATIONS,104.84,72,15,1.992
PINK SQUARE TABLE CLOCK,104.84,71,14,3.015
12 PINK HEN+CHICKS IN BASKET,104.55,41,14,2.55
PINK CRYSTAL+GLASS BRACELET,104.53,21,14,4.9871428571428575
DRAGONS BLOOD INCENSE,104.44,423,39,0.3507692307692308
SMALL BLUE PROVENCAL CERAMIC BALL,103.93999999999998,62,9,1.832222222222222
PAINTED LIGHTBULB STAR+ MOON,103.22999999999999,180,53,0.7132075471698113
IVORY SHELL HEART NECKLACE,103.13,21,8,5.855
NUMBER TILE VINTAGE FONT 0,102.46,70,16,2.8674999999999997
75 GREEN FAIRY CAKE CASES,102.36,69,42,1.4642857142857142
PURPLE GEMSTONE NECKLACE 45CM,102.0,8,5,12.75
WHITE VINT ART DECO CRYSTAL NECKLAC,102.0,12,8,8.5
LONG SILVER NECKLACE PASTEL FLOWER,101.73,8,6,12.705
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",101.53,11,8,10.16
PINK CAT FLORAL CUSHION COVER,100.97,25,18,4.066666666666666
PINK STRING CURTAIN WITH POLE,100.86,30,9,6.212222222222222
MINI HIGHLIGHTER PENS,100.79999999999998,840,4,0.12
PINK/FLOWER RABBIT EGG WARMER,100.76,119,15,1.142
Dotcomgiftshop Gift Voucher £40.00,100.69999999999999,3,3,33.56666666666666
MIRRORED WALL ART FOXY,100.66000000000001,16,9,5.775555555555556
PACK/12 XMAS FUN CARD,100.30000000000001,34,11,2.95
BLACK/WHITE GLASS/SILVER BRACELET,100.08999999999999,11,7,9.184285714285712
LILY BROOCH OLIVE COLOUR,99.60000000000001,20,15,4.99
SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16,2.49
VINTAGE ZINC WATERING CAN SMALL,99.2,18,8,6.2125
TUSCAN VILLA FEEDING STATION,99.0,12,7,8.25
TUSCAN VILLA DOVECOTE,99.0,12,4,8.25
BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,1.65
LAVENDER INCENSE IN TIN,98.91,171,25,0.7976000000000001
YELLOW FLOWERS FELT HANDBAG KIT,98.63000000000001,46,19,2.2068421052631577
PAINTED LIGHTBULB RAINBOW DESIGN,98.11999999999999,152,51,0.7815686274509804
WHITE FRANGIPANI NECKLACE,98.07,39,17,2.510588235294118
CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,3.9499999999999997
BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,35,22,3.2627272727272727
AMETHYST DIAMANTE EXPANDABLE RING,97.02,23,12,4.19
PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,1.0645454545454545
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,96.86,29,18,3.337222222222222
PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,2.1
GOLD M.O.P ORBIT BRACELET,96.52000000000001,18,18,5.362222222222223
SWEET PUDDING STICKER SHEET,95.52999999999999,98,36,1.1297222222222223
BUTTERFLY HAIR BAND,95.41999999999999,38,21,2.4961904761904763
RECIPE BOX WITH METAL HEART,95.4,12,6,7.95
"FLOWER GLASS GARLAND NECKL.36""BLACK",95.35000000000001,12,5,7.94
FINE SILVER NECKLACE W PASTEL FLOWE,95.35000000000001,17,7,7.192857142857143
AMBER CHUNKY GLASS+BEAD NECKLACE,95.25,8,8,11.90625
CHERRY BLOSSOM LUGGAGE TAG,95.17999999999999,73,33,1.4815151515151515
FLAMES SUNGLASSES PINK LENSES,95.1,52,8,2.145
TEAL/FUSCHIA COL BEAD NECKLACE,94.43,19,13,4.979230769230769
VIP PASSPORT COVER,94.04,43,17,2.375294117647059
HOME SWEEET HOME 3 PEG HANGER,93.75,25,4,3.75
PINK GREEN EMBROIDERY COSMETIC BAG,93.19,33,20,2.93
BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23,1.6499999999999997
GOLD M.O.P ORBIT DROP EARRINGS,92.28,22,17,4.19
PINK STOCKING CHRISTMAS DECORATION,92.21000000000001,226,19,0.6473684210526316
PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,2.55
BROWN KUKUI COCONUT SEED NECKLACE,91.7,77,11,2.3363636363636364
PINK GLASS CHUNKY CHARM BRACELET,91.68,10,9,9.17
DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,4.15
FIRST CLASS HOLIDAY PURSE,90.42,31,20,2.879
JASMINE VOTIVE CANDLE,90.33999999999999,338,12,0.27666666666666667
PINK ROSEBUD & PEARL NECKLACE,90.32,12,9,7.537777777777778
EDWARDIAN DROP EARRINGS JET BLACK,90.2,24,20,3.7600000000000002
BAG OF SILVER STONES,89.52999999999999,130,13,0.6746153846153846
WOODEN BOX ADVENT CALENDAR,89.5,10,5,8.95
SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,3,21.243333333333332
PINK HEART OF GLASS BRACELET,89.12,15,9,5.935555555555556
4 PINK FLOCK CHRISTMAS BALLS,88.47,49,22,2.2954545454545454
GREEN PEONY CUSHION COVER,88.35000000000001,19,6,4.65
S/3 PINK SQUARE PLANTERS ROSES,88.22,10,9,8.88111111111111
PINK & WHITE ROSEBUD RING,88.04,21,15,4.176
RED GLASS TASSLE BAG CHARM,88.03,40,16,2.1325
GOLD FABRIC MIRROR,86.76,180,29,0.716
SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23,1.1656521739130437
SET 10 CARDS 12 DAYS WRAP 17058,86.58000000000001,26,11,3.33
GREEN PAIR HEART HAIR SLIDES,86.11,23,14,3.744285714285714
BLUE KNITTED EGG COSY,85.61,155,28,0.7000000000000001
PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,1.53
VINTAGE KEEPSAKE BOX PINK FLOWER,85.13,19,15,4.426
SMOKEY GREY COLOUR GLASS,84.75999999999999,236,15,0.426
GOLDIE LOOKING MIRROR,84.15,17,6,4.95
MEDIUM PARLOUR FRAME,84.1,22,2,3.95
"TUMBLER, BAROQUE",84.03999999999999,56,7,4.595714285714286
WRAP FOLK ART,84.0,200,8,0.42
FROG CANDLE,83.78,64,19,1.376
RUBY DROP CHANDELIER EARRINGS,83.42,21,14,4.083571428571429
Dotcomgiftshop Gift Voucher £100.00,83.33,1,1,83.33
GREEN HEART OF GLASS BRACELET,83.29,14,6,5.948333333333333
12 HANGING EGGS HAND PAINTED,83.2,40,7,2.08
PINK GLASS TASSLE BAG CHARM,82.97999999999999,45,20,1.8370000000000002
BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6,7.411666666666666
SILVER CANDLEPOT JARDIN,82.5,22,7,3.75
PINK AND BLACK STRING CURTAIN,82.1,38,5,3.55
FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,19,0.43631578947368416
TEATIME GEL PENS ASST,82.08,504,5,0.24
BLUE BLOSSOM HAIR CLIP,81.96000000000001,70,12,1.755
TROPICAL HOLIDAY PURSE,81.66,32,18,2.5416666666666665
A4 WALL TIDY BLUE OFFICE,80.96000000000001,127,12,1.0875000000000001
POCKET MIRROR WOODLAND,80.55,93,20,0.914
BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6,8.95
"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,27,0.6629629629629629
FLOWERS TILE HOOK,80.16000000000001,59,13,1.907142857142857
SET 36 COLOUR PENCILS DOILEY,80.0,64,3,1.25
GREEN GLASS TASSLE BAG CHARM,79.76,35,16,2.130625
PINK MURANO TWIST NECKLACE,79.66,8,6,9.959999999999999
ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,10,2.95
RED PEONY CUSHION COVER,79.05000000000001,17,5,4.65
VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,2.55
SMALL ZINC/GLASS CANDLEHOLDER,78.92999999999999,53,8,1.8175
FIRE POLISHED GLASS BRACELET GREEN,78.69,21,9,3.743333333333333
PINK B'FLY C/COVER W BOBBLES,78.17,12,7,6.917142857142857
CUBIC MUG FLOCK BLUE ON BROWN,78.09,131,21,1.572857142857143
RASPBERRY ANT COPPER FLOWER NECKLAC,77.91,13,8,6.0200000000000005
CRYSTAL FROG PHONE CHARM,77.78999999999999,102,28,1.5003571428571427
CLASSIC CROME BICYCLE BELL,77.4,60,2,1.35
PURPLE GLASS TASSLE BAG CHARM,77.03999999999999,42,14,1.7328571428571427
36 PENCILS TUBE POSY,76.91,79,20,1.061
PINK KNITTED EGG COSY,76.69,147,29,0.6940000000000001
POLYESTER FILLER PAD 65CMx65CM,76.5,18,6,4.25
SWEETHEART CARRY-ALL BASKET,76.44,6,6,12.74
